age,income_bracket,financial_goals,age_bracket,debt_level,savings_rate,investment_experience,financial_stress_level,programId,title,PCA1,PCA2,combined_features
40.0,Medium,"Debt Freedom, Retirement",Middle-aged,Medium,Low,Intermediate,High,29,Economic Planner Unlimited,-0.2,0.11,"Medium, Debt Freedom, Retirement, Middle-aged, Medium, Low, Intermediate, High -0.2 0.11"
49.0,Low,"Investment Growth, Retirement",Older,High,Low,Intermediate,Unknown,50,Academy Essential,-0.04,0.03,"Low, Investment Growth, Retirement, Older, High, Low, Intermediate, Unknown -0.04 0.03"
53.0,Low,Emergency Fund,Older,Low,High,Beginner,High,67,Budget Success Premium,-0.09,-1.02,"Low, Emergency Fund, Older, Low, High, Beginner, High -0.09 -1.02"
32.0,Medium,"Debt Freedom, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,27,Wealth Mastery Expert,-0.3,-0.59,"Medium, Debt Freedom, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown -0.3 -0.59"
44.0,Medium,"Debt Freedom, Retirement",Middle-aged,Low,Low,Intermediate,High,94,Equity Mastery Total,0.41,-0.82,"Medium, Debt Freedom, Retirement, Middle-aged, Low, Low, Intermediate, High 0.41 -0.82"
35.0,Medium,"Retirement, Investment Growth",Middle-aged,Low,Low,Intermediate,Medium,69,Advantage Pro,0.18,-0.14,"Medium, Retirement, Investment Growth, Middle-aged, Low, Low, Intermediate, Medium 0.18 -0.14"
35.0,Medium,"Retirement, Investment Growth",Middle-aged,Low,Low,Intermediate,Medium,6,Capital Vision,-0.42,0.34,"Medium, Retirement, Investment Growth, Middle-aged, Low, Low, Intermediate, Medium -0.42 0.34"
41.0,Medium,"Debt Freedom, Emergency Fund",Middle-aged,High,High,Beginner,High,45,Capital System,-0.14,-0.15,"Medium, Debt Freedom, Emergency Fund, Middle-aged, High, High, Beginner, High -0.14 -0.15"
41.0,Medium,"Debt Freedom, Emergency Fund",Middle-aged,High,High,Beginner,High,11,Equity Method Platinum,-0.28,0.07,"Medium, Debt Freedom, Emergency Fund, Middle-aged, High, High, Beginner, High -0.28 0.07"
34.0,High,"Debt Freedom, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,48,Guide Expert,-0.05,0.11,"High, Debt Freedom, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.05 0.11"
36.0,Medium,Investment Growth,Middle-aged,Low,High,Unknown,High,19,Smart Planner,-0.39,0.54,"Medium, Investment Growth, Middle-aged, Low, High, Unknown, High -0.39 0.54"
40.0,High,"Retirement, Investment Growth",Middle-aged,High,High,Beginner,High,16,Freedom Blueprint360,-0.37,0.17,"High, Retirement, Investment Growth, Middle-aged, High, High, Beginner, High -0.37 0.17"
43.0,Medium,Investment Growth,Middle-aged,Low,High,Intermediate,Unknown,87,Foundation,0.34,-0.18,"Medium, Investment Growth, Middle-aged, Low, High, Intermediate, Unknown 0.34 -0.18"
43.0,Medium,Investment Growth,Middle-aged,Low,High,Intermediate,Unknown,32,Financial Advantage,-0.12,-0.04,"Medium, Investment Growth, Middle-aged, Low, High, Intermediate, Unknown -0.12 -0.04"
44.0,High,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,48,Guide Expert,-0.05,0.11,"High, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.05 0.11"
47.0,Low,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,95,Fortune Planner,0.48,-0.15,"Low, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.48 -0.15"
49.0,High,"Retirement, Emergency Fund",Older,High,Medium,Beginner,High,71,Freedom Foundation Expert,0.34,0.08,"High, Retirement, Emergency Fund, Older, High, Medium, Beginner, High 0.34 0.08"
50.0,Low,"Investment Growth, Debt Freedom",Older,Medium,Unknown,Beginner,Unknown,59,Cash Strategy Supreme,0.0,-0.36,"Low, Investment Growth, Debt Freedom, Older, Medium, Unknown, Beginner, Unknown 0.0 -0.36"
39.0,High,"Emergency Fund, Debt Freedom",Middle-aged,Medium,Low,Beginner,High,74,Money Foundation Unlimited,0.23,0.14,"High, Emergency Fund, Debt Freedom, Middle-aged, Medium, Low, Beginner, High 0.23 0.14"
,High,Debt Freedom,Unknown,Medium,High,Beginner,Low,77,Academy,0.26,0.11,"High, Debt Freedom, Unknown, Medium, High, Beginner, Low 0.26 0.11"
41.0,Low,"Emergency Fund, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,67,Budget Success Premium,-0.09,-1.02,"Low, Emergency Fund, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.09 -1.02"
29.0,Low,"Debt Freedom, Retirement",Young,High,Unknown,Beginner,Medium,56,Insights Select,0.02,-0.02,"Low, Debt Freedom, Retirement, Young, High, Unknown, Beginner, Medium 0.02 -0.02"
34.0,Unknown,Retirement,Middle-aged,Medium,Low,Beginner,Medium,87,Foundation,0.34,-0.18,"Unknown, Retirement, Middle-aged, Medium, Low, Beginner, Medium 0.34 -0.18"
31.0,Medium,Emergency Fund,Young,High,High,Intermediate,Low,91,Future Blueprint Unlimited,0.38,0.11,"Medium, Emergency Fund, Young, High, High, Intermediate, Low 0.38 0.11"
33.0,High,"Investment Growth, Emergency Fund",Middle-aged,Low,Medium,Beginner,Medium,22,Journey,-0.21,0.22,"High, Investment Growth, Emergency Fund, Middle-aged, Low, Medium, Beginner, Medium -0.21 0.22"
36.0,Unknown,"Emergency Fund, Retirement",Middle-aged,Medium,Medium,Intermediate,Low,18,Budget System,-0.23,0.14,"Unknown, Emergency Fund, Retirement, Middle-aged, Medium, Medium, Intermediate, Low -0.23 0.14"
32.0,Medium,Retirement,Young,Medium,Medium,Intermediate,Medium,99,Treasury Foundation Essential,0.29,-0.29,"Medium, Retirement, Young, Medium, Medium, Intermediate, Medium 0.29 -0.29"
36.0,Unknown,"Debt Freedom, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,64,Savvy Vision,0.21,0.24,"Unknown, Debt Freedom, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.21 0.24"
49.0,Medium,"Debt Freedom, Retirement",Older,High,Low,Intermediate,Low,83,Academy Total,0.32,0.32,"Medium, Debt Freedom, Retirement, Older, High, Low, Intermediate, Low 0.32 0.32"
36.0,Medium,"Retirement, Emergency Fund",Middle-aged,High,High,Intermediate,High,37,Strategy Supreme,-0.12,0.21,"Medium, Retirement, Emergency Fund, Middle-aged, High, High, Intermediate, High -0.12 0.21"
34.0,Medium,Retirement,Middle-aged,Unknown,Unknown,Unknown,Unknown,15,Path,-0.31,0.02,"Medium, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.31 0.02"
51.0,Medium,"Emergency Fund, Investment Growth",Older,High,Medium,Beginner,Medium,54,Thrive Solutions,0.11,0.05,"Medium, Emergency Fund, Investment Growth, Older, High, Medium, Beginner, Medium 0.11 0.05"
51.0,Unknown,Emergency Fund,Older,Low,Low,Intermediate,High,48,Guide Expert,-0.05,0.11,"Unknown, Emergency Fund, Older, Low, Low, Intermediate, High -0.05 0.11"
36.0,Low,"Retirement, Investment Growth",Middle-aged,High,High,Intermediate,Medium,64,Savvy Vision,0.21,0.24,"Low, Retirement, Investment Growth, Middle-aged, High, High, Intermediate, Medium 0.21 0.24"
42.0,Low,"Retirement, Emergency Fund",Middle-aged,High,Low,Intermediate,High,94,Equity Mastery Total,0.41,-0.82,"Low, Retirement, Emergency Fund, Middle-aged, High, Low, Intermediate, High 0.41 -0.82"
39.0,Medium,"Emergency Fund, Investment Growth",Middle-aged,High,Medium,Unknown,Unknown,52,Builder360,-0.19,0.32,"Medium, Emergency Fund, Investment Growth, Middle-aged, High, Medium, Unknown, Unknown -0.19 0.32"
,Low,Retirement,Unknown,Low,High,Intermediate,Medium,33,Thrive Insights Deluxe,-0.27,-0.45,"Low, Retirement, Unknown, Low, High, Intermediate, Medium -0.27 -0.45"
46.0,High,Debt Freedom,Middle-aged,Low,Low,Intermediate,High,82,Thrive Builder,0.23,-0.03,"High, Debt Freedom, Middle-aged, Low, Low, Intermediate, High 0.23 -0.03"
25.0,Medium,Debt Freedom,Young,High,High,Beginner,Low,52,Builder360,-0.19,0.32,"Medium, Debt Freedom, Young, High, High, Beginner, Low -0.19 0.32"
51.0,High,"Retirement, Debt Freedom",Older,Unknown,Unknown,Unknown,Unknown,80,Advantage,0.02,-0.55,"High, Retirement, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown 0.02 -0.55"
46.0,High,Emergency Fund,Middle-aged,Unknown,Unknown,Unknown,Unknown,61,Money Academy Total,-0.12,-0.41,"High, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.12 -0.41"
53.0,Low,"Emergency Fund, Debt Freedom",Older,Low,High,Beginner,High,26,Journey Select,-0.17,0.22,"Low, Emergency Fund, Debt Freedom, Older, Low, High, Beginner, High -0.17 0.22"
,High,Debt Freedom,Unknown,High,High,Unknown,Low,7,Fortune Tracker,-0.45,0.19,"High, Debt Freedom, Unknown, High, High, Unknown, Low -0.45 0.19"
46.0,Low,"Investment Growth, Retirement",Middle-aged,Low,Medium,Intermediate,Low,96,Savvy Tracker,0.48,0.08,"Low, Investment Growth, Retirement, Middle-aged, Low, Medium, Intermediate, Low 0.48 0.08"
28.0,Low,Retirement,Young,Low,Low,Beginner,High,93,Financial Builder,0.47,0.18,"Low, Retirement, Young, Low, Low, Beginner, High 0.47 0.18"
25.0,Low,"Investment Growth, Emergency Fund",Young,High,Low,Unknown,Unknown,6,Capital Vision,-0.42,0.34,"Low, Investment Growth, Emergency Fund, Young, High, Low, Unknown, Unknown -0.42 0.34"
27.0,Low,Retirement,Young,Unknown,Low,Unknown,High,45,Capital System,-0.14,-0.15,"Low, Retirement, Young, Unknown, Low, Unknown, High -0.14 -0.15"
53.0,Low,Debt Freedom,Older,Unknown,Unknown,Unknown,Unknown,29,Economic Planner Unlimited,-0.2,0.11,"Low, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown -0.2 0.11"
53.0,Low,Debt Freedom,Older,Unknown,Unknown,Unknown,Unknown,96,Savvy Tracker,0.48,0.08,"Low, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown 0.48 0.08"
53.0,Low,Debt Freedom,Older,Unknown,Unknown,Unknown,Unknown,99,Treasury Foundation Essential,0.29,-0.29,"Low, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown 0.29 -0.29"
36.0,Unknown,Emergency Fund,Middle-aged,High,Medium,Beginner,Low,66,Dollar Academy Ultra,0.06,-0.36,"Unknown, Emergency Fund, Middle-aged, High, Medium, Beginner, Low 0.06 -0.36"
39.0,High,Investment Growth,Middle-aged,Medium,Unknown,Beginner,Low,79,Secure Navigator,0.02,-0.44,"High, Investment Growth, Middle-aged, Medium, Unknown, Beginner, Low 0.02 -0.44"
39.0,High,Investment Growth,Middle-aged,Medium,Unknown,Beginner,Low,31,Smart Navigator Gold,-0.17,0.11,"High, Investment Growth, Middle-aged, Medium, Unknown, Beginner, Low -0.17 0.11"
39.0,Low,Debt Freedom,Middle-aged,Medium,Low,Beginner,Medium,36,Asset Success Premium,-0.23,-0.36,"Low, Debt Freedom, Middle-aged, Medium, Low, Beginner, Medium -0.23 -0.36"
49.0,Medium,Unknown,Older,Unknown,Low,Beginner,Low,12,Economic Solutions Total,-0.38,0.17,"Medium, Unknown, Older, Unknown, Low, Beginner, Low -0.38 0.17"
32.0,Low,"Retirement, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,78,Wealth Blueprint,0.32,-0.22,"Low, Retirement, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.32 -0.22"
32.0,Low,"Retirement, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,21,Economic Blueprint Supreme,-0.23,0.04,"Low, Retirement, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown -0.23 0.04"
32.0,Low,"Retirement, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,74,Money Foundation Unlimited,0.23,0.14,"Low, Retirement, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.23 0.14"
33.0,Medium,Debt Freedom,Middle-aged,High,High,Beginner,High,27,Wealth Mastery Expert,-0.3,-0.59,"Medium, Debt Freedom, Middle-aged, High, High, Beginner, High -0.3 -0.59"
49.0,Medium,Investment Growth,Older,Low,Medium,Intermediate,High,39,Success Complete,-0.1,0.36,"Medium, Investment Growth, Older, Low, Medium, Intermediate, High -0.1 0.36"
49.0,Medium,Investment Growth,Older,Low,Medium,Intermediate,High,25,Prosper Journey,-0.22,0.33,"Medium, Investment Growth, Older, Low, Medium, Intermediate, High -0.22 0.33"
,High,Investment Growth,Unknown,Medium,Low,Beginner,Medium,6,Capital Vision,-0.42,0.34,"High, Investment Growth, Unknown, Medium, Low, Beginner, Medium -0.42 0.34"
48.0,High,Retirement,Middle-aged,Unknown,Unknown,Unknown,Unknown,39,Success Complete,-0.1,0.36,"High, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.1 0.36"
33.0,Medium,Unknown,Middle-aged,Unknown,Low,Beginner,Unknown,76,Smart Vision Premium,0.35,-0.06,"Medium, Unknown, Middle-aged, Unknown, Low, Beginner, Unknown 0.35 -0.06"
27.0,High,"Debt Freedom, Retirement",Young,Low,Low,Intermediate,Medium,32,Financial Advantage,-0.12,-0.04,"High, Debt Freedom, Retirement, Young, Low, Low, Intermediate, Medium -0.12 -0.04"
26.0,Medium,Unknown,Young,Unknown,High,Beginner,Low,24,Money Mastery Plus,-0.21,-0.01,"Medium, Unknown, Young, Unknown, High, Beginner, Low -0.21 -0.01"
,High,Unknown,Unknown,High,Medium,Intermediate,Low,55,Fiscal System Expert,0.1,0.23,"High, Unknown, Unknown, High, Medium, Intermediate, Low 0.1 0.23"
40.0,High,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,83,Academy Total,0.32,0.32,"High, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.32 0.32"
51.0,Low,Retirement,Older,Unknown,Unknown,Unknown,Unknown,13,Roadmap,-0.43,-0.31,"Low, Retirement, Older, Unknown, Unknown, Unknown, Unknown -0.43 -0.31"
51.0,Low,Retirement,Older,Unknown,Unknown,Unknown,Unknown,75,Mastery,0.26,0.21,"Low, Retirement, Older, Unknown, Unknown, Unknown, Unknown 0.26 0.21"
47.0,Low,"Retirement, Emergency Fund",Middle-aged,Medium,High,Beginner,High,63,Budget Academy,0.1,0.11,"Low, Retirement, Emergency Fund, Middle-aged, Medium, High, Beginner, High 0.1 0.11"
44.0,High,Emergency Fund,Middle-aged,High,Low,Beginner,High,18,Budget System,-0.23,0.14,"High, Emergency Fund, Middle-aged, High, Low, Beginner, High -0.23 0.14"
46.0,Medium,"Emergency Fund, Retirement",Middle-aged,Low,Low,Intermediate,Low,32,Financial Advantage,-0.12,-0.04,"Medium, Emergency Fund, Retirement, Middle-aged, Low, Low, Intermediate, Low -0.12 -0.04"
43.0,Low,Debt Freedom,Middle-aged,Medium,High,Intermediate,Low,17,Insights,-0.19,0.07,"Low, Debt Freedom, Middle-aged, Medium, High, Intermediate, Low -0.19 0.07"
26.0,Low,"Investment Growth, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,85,Asset Blueprint Master,0.41,-0.08,"Low, Investment Growth, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.41 -0.08"
33.0,Low,"Debt Freedom, Retirement",Middle-aged,Medium,Medium,Intermediate,High,75,Mastery,0.26,0.21,"Low, Debt Freedom, Retirement, Middle-aged, Medium, Medium, Intermediate, High 0.26 0.21"
28.0,Medium,Unknown,Young,Unknown,Unknown,Unknown,Unknown,65,Foundation Essential,0.16,-0.14,"Medium, Unknown, Young, Unknown, Unknown, Unknown, Unknown 0.16 -0.14"
40.0,High,Unknown,Middle-aged,High,Low,Unknown,Unknown,53,Thrive Planner Total,0.11,0.14,"High, Unknown, Middle-aged, High, Low, Unknown, Unknown 0.11 0.14"
47.0,High,"Emergency Fund, Retirement",Middle-aged,Medium,High,Beginner,Unknown,98,Money Blueprint Unlimited,0.48,-0.03,"High, Emergency Fund, Retirement, Middle-aged, Medium, High, Beginner, Unknown 0.48 -0.03"
39.0,High,Investment Growth,Middle-aged,Low,Medium,Beginner,Low,6,Capital Vision,-0.42,0.34,"High, Investment Growth, Middle-aged, Low, Medium, Beginner, Low -0.42 0.34"
,Low,Unknown,Unknown,Low,High,Beginner,High,40,Economic Tracker,-0.13,0.05,"Low, Unknown, Unknown, Low, High, Beginner, High -0.13 0.05"
,Low,Unknown,Unknown,Low,High,Beginner,High,39,Success Complete,-0.1,0.36,"Low, Unknown, Unknown, Low, High, Beginner, High -0.1 0.36"
44.0,Unknown,"Debt Freedom, Retirement",Middle-aged,Medium,Medium,Beginner,Low,28,Economic Academy Complete,-0.2,0.3,"Unknown, Debt Freedom, Retirement, Middle-aged, Medium, Medium, Beginner, Low -0.2 0.3"
31.0,Low,Retirement,Young,Unknown,Unknown,Unknown,Unknown,54,Thrive Solutions,0.11,0.05,"Low, Retirement, Young, Unknown, Unknown, Unknown, Unknown 0.11 0.05"
43.0,Medium,Emergency Fund,Middle-aged,Low,Medium,Beginner,High,99,Treasury Foundation Essential,0.29,-0.29,"Medium, Emergency Fund, Middle-aged, Low, Medium, Beginner, High 0.29 -0.29"
43.0,High,Emergency Fund,Middle-aged,Unknown,High,Intermediate,Medium,21,Economic Blueprint Supreme,-0.23,0.04,"High, Emergency Fund, Middle-aged, Unknown, High, Intermediate, Medium -0.23 0.04"
54.0,High,"Investment Growth, Retirement",Older,High,High,Beginner,High,30,Prosper Foundation Prime,-0.4,-0.5,"High, Investment Growth, Retirement, Older, High, High, Beginner, High -0.4 -0.5"
34.0,Unknown,"Investment Growth, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,36,Asset Success Premium,-0.23,-0.36,"Unknown, Investment Growth, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.23 -0.36"
35.0,High,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,18,Budget System,-0.23,0.14,"High, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.23 0.14"
46.0,Medium,Unknown,Middle-aged,Medium,Medium,Beginner,Medium,11,Equity Method Platinum,-0.28,0.07,"Medium, Unknown, Middle-aged, Medium, Medium, Beginner, Medium -0.28 0.07"
47.0,Medium,"Investment Growth, Debt Freedom",Middle-aged,Low,Unknown,Unknown,Medium,21,Economic Blueprint Supreme,-0.23,0.04,"Medium, Investment Growth, Debt Freedom, Middle-aged, Low, Unknown, Unknown, Medium -0.23 0.04"
38.0,Medium,"Emergency Fund, Debt Freedom",Middle-aged,High,High,Unknown,Low,66,Dollar Academy Ultra,0.06,-0.36,"Medium, Emergency Fund, Debt Freedom, Middle-aged, High, High, Unknown, Low 0.06 -0.36"
44.0,Medium,"Emergency Fund, Debt Freedom",Middle-aged,Medium,High,Intermediate,High,89,Savvy Builder Essential,0.59,0.07,"Medium, Emergency Fund, Debt Freedom, Middle-aged, Medium, High, Intermediate, High 0.59 0.07"
46.0,High,Emergency Fund,Middle-aged,Low,Low,Beginner,Low,95,Fortune Planner,0.48,-0.15,"High, Emergency Fund, Middle-aged, Low, Low, Beginner, Low 0.48 -0.15"
45.0,High,Investment Growth,Middle-aged,High,Low,Intermediate,Low,49,Wealth Navigator,0.1,0.18,"High, Investment Growth, Middle-aged, High, Low, Intermediate, Low 0.1 0.18"
41.0,Medium,"Debt Freedom, Investment Growth",Middle-aged,Medium,Unknown,Beginner,High,7,Fortune Tracker,-0.45,0.19,"Medium, Debt Freedom, Investment Growth, Middle-aged, Medium, Unknown, Beginner, High -0.45 0.19"
52.0,Low,"Emergency Fund, Debt Freedom",Older,High,Unknown,Beginner,High,36,Asset Success Premium,-0.23,-0.36,"Low, Emergency Fund, Debt Freedom, Older, High, Unknown, Beginner, High -0.23 -0.36"
47.0,Medium,Retirement,Middle-aged,Low,High,Beginner,Low,15,Path,-0.31,0.02,"Medium, Retirement, Middle-aged, Low, High, Beginner, Low -0.31 0.02"
47.0,Low,Unknown,Middle-aged,Medium,Low,Intermediate,Medium,4,Asset Builder Expert,-0.4,0.06,"Low, Unknown, Middle-aged, Medium, Low, Intermediate, Medium -0.4 0.06"
37.0,Low,Unknown,Middle-aged,High,High,Unknown,Low,63,Budget Academy,0.1,0.11,"Low, Unknown, Middle-aged, High, High, Unknown, Low 0.1 0.11"
37.0,Low,Unknown,Middle-aged,High,High,Unknown,Low,58,Freedom Advantage,-0.02,0.44,"Low, Unknown, Middle-aged, High, High, Unknown, Low -0.02 0.44"
47.0,Unknown,Investment Growth,Middle-aged,Medium,Medium,Beginner,Low,83,Academy Total,0.32,0.32,"Unknown, Investment Growth, Middle-aged, Medium, Medium, Beginner, Low 0.32 0.32"
55.0,Medium,Unknown,Older,Unknown,Low,Intermediate,Medium,29,Economic Planner Unlimited,-0.2,0.11,"Medium, Unknown, Older, Unknown, Low, Intermediate, Medium -0.2 0.11"
55.0,Medium,Unknown,Older,Unknown,Low,Intermediate,Medium,59,Cash Strategy Supreme,0.0,-0.36,"Medium, Unknown, Older, Unknown, Low, Intermediate, Medium 0.0 -0.36"
,Unknown,"Emergency Fund, Retirement",Unknown,Low,Medium,Unknown,Unknown,85,Asset Blueprint Master,0.41,-0.08,"Unknown, Emergency Fund, Retirement, Unknown, Low, Medium, Unknown, Unknown 0.41 -0.08"
37.0,Unknown,"Debt Freedom, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,77,Academy,0.26,0.11,"Unknown, Debt Freedom, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.26 0.11"
47.0,Medium,Unknown,Middle-aged,High,High,Beginner,Medium,85,Asset Blueprint Master,0.41,-0.08,"Medium, Unknown, Middle-aged, High, High, Beginner, Medium 0.41 -0.08"
,Low,"Debt Freedom, Retirement",Unknown,Unknown,High,Beginner,Low,6,Capital Vision,-0.42,0.34,"Low, Debt Freedom, Retirement, Unknown, Unknown, High, Beginner, Low -0.42 0.34"
49.0,Low,Investment Growth,Older,Low,High,Beginner,Unknown,27,Wealth Mastery Expert,-0.3,-0.59,"Low, Investment Growth, Older, Low, High, Beginner, Unknown -0.3 -0.59"
49.0,Low,Investment Growth,Older,Low,High,Beginner,Unknown,94,Equity Mastery Total,0.41,-0.82,"Low, Investment Growth, Older, Low, High, Beginner, Unknown 0.41 -0.82"
